"","MaskLatencyFearResponse","MaskIntensityFacialFear..0.3.","MaskIntensityVocalDistress..0.3.","MaskIntensityBodilyFear..0.3.","MaskPresenceStartleResponse.0.no.1.yes","MaskIntensityEscapeBehavior..0.3."
"wunifrac.PC.1",6.64896753157185,-1.65129109688545,-1.5250865654429,-1.25629479630727,-0.415030527529416,-0.657257990940858
"wunifrac.PC.2",-8.39700103979518,1.49242241642319,2.01285612656896,1.32675669491267,0.782282376788618,0.591131633042889
"wunifrac.PC.3",-0.374922148750373,1.23000417289926,0.0312222264196646,0.569182212437398,0.198192606322289,1.55037316880316
"wunifrac.PC.4",-1.96271347758625,-0.215373513363801,-0.679360319298657,-2.18463905470007,-0.975564151705648,0.91656153648403
"unifrac.PC.1",-8.69768738089605,1.21037575213283,1.7401681817527,0.87867079979118,0.512804091710087,1.81478715536437
"unifrac.PC.2",-2.69840762313867,0.965098705084009,-0.144171253886661,-0.955969730879193,-0.954648241491869,-0.148508307027409
"unifrac.PC.3",5.68047800090698,-1.87066298222854,-1.29041585993791,-0.248368877812506,-0.12719519371248,-0.0214595624839891
"unifrac.PC.4",13.916678382869,-3.67412904640215,-3.59186684587542,-2.88599214599324,-0.216583411164613,-1.37197927634815
"chao1",5.38286463563553e-05,0.000473612674777286,0.00154769769466611,0.00337079323610195,0.00152152010756349,-0.00175818472905569
"observed_otus",0.00478014858220195,-0.000646386939611344,0.000690282705407152,0.00462142641805876,0.00204408031053143,-0.00258784716854985
"PD_whole_tree",0.348808128925327,-0.0783061645787245,-0.0535387918103788,0.0508298497745686,0.00761605444420104,-0.0633123780354592
"shannon",0.71128170570353,-0.230492360510471,-0.0255631056271712,0.18760212274284,0.110198613847707,-0.229608278712696
