"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4","unifrac.PC.1","unifrac.PC.2","unifrac.PC.3","unifrac.PC.4","chao1","observed_otus","PD_whole_tree","shannon"
"AgeAt1yrVisit",0.768704223868401,0.941429059100151,0.802872149301402,0.917790232906045,0.632501338788564,0.838078466800942,0.886205331481371,0.928722168694648,0.875871498798154,0.860517363432277,0.805218669867013,0.877610033031035
"MAGE",0.866392397701193,0.202271022290078,0.982636848910375,0.95585557590607,0.632501338788564,0.907276284209711,0.886205331481371,0.928722168694648,0.987416829451912,0.972858175142379,0.938591414215367,0.877610033031035
"PAGE",0.159524847696511,0.942996100630366,0.802872149301402,0.917790232906045,0.231727845319121,0.838078466800942,0.54526404803552,0.928722168694648,0.875871498798154,0.972858175142379,0.805218669867013,0.877610033031035
"MEDUY",0.957999300369891,0.809664956644291,0.982636848910375,0.917790232906045,0.782608555198871,0.907276284209711,0.886205331481371,0.940969981139518,0.875871498798154,0.860517363432277,0.984167176145192,0.877610033031035
"PEDUY",0.94631255547832,0.202271022290078,0.941117365684351,0.95585557590607,0.632501338788564,0.66574531117905,0.886205331481371,0.928722168694648,0.888024951528612,0.972858175142379,0.938591414215367,0.877610033031035
"Income.code",0.768704223868401,0.81225624381776,0.941117365684351,0.917790232906045,0.901212031546307,0.961233904003785,0.0587232042718983,0.928722168694648,0.875871498798154,0.820188244317853,0.805218669867013,0.877610033031035
"OLDERSIBLINGS",0.866392397701193,0.327797315796317,0.802872149301402,0.917790232906045,0.782608555198871,0.838078466800942,0.886205331481371,0.928722168694648,0.913547861095167,0.972858175142379,0.805218669867013,0.930202240939416
"SEX",0.768704223868401,0.689910053523186,0.802872149301402,0.917790232906045,0.632501338788564,0.838078466800942,0.54526404803552,0.928722168694648,0.987416829451912,0.972858175142379,0.805218669867013,0.877610033031035
"GESTAGEBIRTH",0.768704223868401,0.202271022290078,0.982636848910375,0.93520371234764,0.798891546137136,0.838078466800942,0.886205331481371,0.928722168694648,0.913547861095167,0.972858175142379,0.805218669867013,0.877610033031035
"BW",0.768704223868401,0.942996100630366,0.802872149301402,0.667261257502054,0.632501338788564,0.838078466800942,0.886205331481371,0.928722168694648,0.875871498798154,0.820188244317853,0.805218669867013,0.877610033031035
