"","Summed","Average","Max","Episode3.1","Episode3.2","Episode3.3"
"AgeAt1yrVisit",0.26852556750586,0.26657480039329,0.374881025537403,0.21737829892109,0.300326623269403,0.596186375863968
"MAGE",0.6403341116607,0.640972006590258,0.966138984594658,0.8686128432454,0.609793855846739,0.65245092009578
"PAGE",0.61098320620621,0.609386982234661,0.96495109837912,0.82240039892591,0.361549801807515,0.886454877411583
"MEDUY",0.824593571863437,0.824485419370663,0.264113604986019,0.471329290180924,0.604136635122574,0.716111638634743
"PEDUY",0.0170332290678104,0.0171461306656395,0.0744695099325901,0.121102636560291,0.0621369814629877,0.0213795438297136
"Income.code",0.921782827176427,0.920958552770509,0.6971375214534,0.550519436736175,0.46012679660902,0.797793410830323
"OLDERSIBLINGS",0.95831048198216,0.959340727005649,0.474768640933208,0.943342425418067,0.767530505178647,0.663284330731537
"SEX",0.889984111642308,0.892689349997646,0.88485568173459,0.850810595991326,0.292564450670259,0.644897583812734
"GESTAGEBIRTH",0.752855550072011,0.752904161082375,0.797321237695626,0.423353410791659,0.876796136342409,0.85293909685928
"BW",0.17481993902894,0.174684683055954,0.208089190927642,0.5106980112365,0.0846640465143636,0.341959064442816
"MaternalInfection",0.222288656465859,0.222025036817113,0.0754035354461294,0.567399084839148,0.214848648806815,0.255033819239347
"MPSYCH",0.486443811866238,0.486791313426362,0.384130956503118,0.0691911434743278,0.656246713764508,0.623135981833443
"VITAMINDNEO",0.550366400246855,0.550028428564559,0.691253589743011,0.567399084839148,0.214848648806815,0.821914600646857
"PrePregBMI",0.138963955958364,0.139131776787288,0.448984060649485,0.61694494043708,0.0460848188233567,0.401207494667806
"ANTIBIOTIC_1yr",0.549418644480325,0.547888743128748,0.767539399040657,0.863914850757857,0.0728466809787761,0.711467899990839
"FORMULA_1yr",0.509155087094188,0.506593531699057,0.820741847501866,0.825966599946767,0.321785696900918,0.183159681530525
"FORMULA_6mo",0.591126704183378,0.59421294129603,0.348349746393763,0.249808044867596,0.428263166608344,0.663284330731537
"FEVER_1yr",0.10559811190242,0.105432371585095,0.0634770835096786,0.398805923769712,0.154794608004145,0.0878870119923754
"DAYCARE",0.352317397763018,0.352231131656321,0.152391938777111,0.351369566197537,0.68019008627074,0.26231007142243
"CURBRFEED_1yr",0.965038484892033,0.963983019213209,0.854942870993145,0.852494845410087,0.673804567508561,0.789686821301076
"Milks_1yr",0.491605282722576,0.488333258777866,0.614075334590291,0.844366282690979,0.26925746270137,0.386849593293334
"FrenchFries_1yr",0.456693388649665,0.455592029021436,0.419813588707772,0.698276408265947,0.375552470724312,0.388719599351951
"SweetFoodsDrinks_1yr",0.859804254326356,0.860374375811835,0.933539095758358,0.613349032328585,0.531894517016443,0.823912821755713
"PeanutButter_1yr",0.356822226118631,0.357903535803147,0.58916653888345,0.23205542870942,0.231072373442733,0.72018293781625
"WHSTOTHER",0.251964326958732,0.251697964353853,0.789974135437329,0.266950866190989,0.340435713949837,0.614571468558024
"VITAMIND_6mo",0.156462571862933,0.156356066383044,0.144492483154329,0.457460531795775,0.202989672082753,0.251597766906374
"Cereals_6mo",0.761901109074827,0.763899862398639,0.816808802162952,0.408806533449907,0.710205183084139,0.966690345459024
"STATE",0.88323888140638,0.883363279935555,0.747449902507059,0.866447464287813,0.792450334331113,0.683094243578235
"TRAIT",0.27908362913974,0.275417787549467,0.1337464115506,0.359368017405298,0.905724709266658,0.138912236407603
"NegativeLifeEvents",0.739503207787154,0.740131635087875,0.759777612169778,0.943100196873075,0.468351575765565,0.648641507363561
"PositiveLifeEvents",0.107097623533962,0.107981949737119,0.156826245847217,0.214995113221401,0.0263471092958093,0.266224090639954
"TotalLifeEvents",0.674847357775571,0.674672260037336,0.528865049036054,0.880135469639851,0.215005496149817,0.294003617724576
"Stranger",0.695265591550828,0.695912043847916,1,0.176460282013326,0.622524310655822,0.513738231514284
