"","MaskLatencyFearResponse","MaskIntensityFacialFear..0.3.","MaskIntensityVocalDistress..0.3.","MaskIntensityBodilyFear..0.3.","MaskPresenceStartleResponse.0.no.1.yes","MaskIntensityEscapeBehavior..0.3."
"chao1",-0.00170595696119264,0.000677426433139422,0.00156986189754445,0.0028900944865156,0.00149813522575771,-0.00156576639825753
"observed_otus",0.00158031900001548,-0.000104619387728839,0.00121246943228549,0.00418851115542393,0.00222512805119699,-0.00225100571129454
"PD_whole_tree",0.102103026011607,-0.030338599929638,0.0171476998248189,0.12031626559827,0.0497641660326219,-0.0517658996827556
"shannon",-0.744689994439269,0.20496406682289,0.270869750470323,0.395717754514938,0.186613215133713,-0.0843406563380759
