"","Summed","Average","Max","Episode3.1","Episode3.2","Episode3.3"
"AgeAt1yrVisit",0.78962328993435,0.783737432206104,0.944431076873552,0.817445911642349,0.555168436930079,0.994791854001159
"MAGE",0.904609602881858,0.903478815075441,0.991234608031134,0.817445911642349,0.977809194739996,0.994791854001159
"PAGE",0.878557560944508,0.878144951712193,0.991234608031134,0.817445911642349,0.700535157840218,0.994791854001159
"MEDUY",0.966179672560017,0.966266910357314,0.843579862201348,0.989449372905112,0.865672428869453,0.994791854001159
"PEDUY",0.730432419359673,0.733906939309354,0.731839235743634,0.817445911642349,0.555168436930079,0.904282495923229
"Income.code",0.966179672560017,0.966266910357314,0.991234608031134,0.951118968877823,0.797425093821058,0.994791854001159
"OLDERSIBLINGS",0.878557560944508,0.878144951712193,0.991234608031134,0.885103173902462,0.685872058436303,0.994791854001159
"SEX",0.984233833430209,0.980606093400858,0.991234608031134,0.951118968877823,0.691925872004667,0.994791854001159
"GESTAGEBIRTH",0.966179672560017,0.966266910357314,0.991234608031134,0.836516549433417,0.884011520366365,0.994791854001159
"BW",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.555168436930079,0.994791854001159
"MaternalInfection",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.59534893311914,0.994791854001159
"MPSYCH",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.691925872004667,0.994791854001159
"VITAMINDNEO",0.878557560944508,0.878144951712193,0.957687639172833,0.817445911642349,0.685872058436303,0.994791854001159
"PrePregBMI",0.78962328993435,0.783737432206104,0.944431076873552,0.885376321109637,0.442905766236487,0.994791854001159
"ANTIBIOTIC_1yr",0.86936371638477,0.872859552732778,0.731839235743634,0.817445911642349,0.555168436930079,0.994791854001159
"FEVER_1yr",0.730432419359673,0.733906939309354,0.731839235743634,0.817445911642349,0.555168436930079,0.904282495923229
"DAYCARE",0.878557560944508,0.878144951712193,0.731839235743634,0.885103173902462,0.828481189166625,0.994791854001159
"CURBRFEED_1yr",0.984233833430209,0.980606093400858,0.944431076873552,0.951118968877823,0.972792908524639,0.994791854001159
"FORMULA_1yr",0.878557560944508,0.878144951712193,0.991234608031134,0.885376321109637,0.977809194739996,0.994791854001159
"Milks_1yr",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.555168436930079,0.994791854001159
"FrenchFries_1yr",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.685872058436303,0.994791854001159
"SweetFoodsDrinks_1yr",0.878557560944508,0.878144951712193,0.991234608031134,0.817445911642349,0.691925872004667,0.994791854001159
"PeanutButter_1yr",0.78962328993435,0.783737432206104,0.957687639172833,0.817445911642349,0.59534893311914,0.994791854001159
"FORMULA_6mo",0.878557560944508,0.878144951712193,0.944431076873552,0.817445911642349,0.59534893311914,0.994791854001159
"WHSTOTHER",0.78962328993435,0.783737432206104,0.957687639172833,0.817445911642349,0.59534893311914,0.994791854001159
"VITAMIND_6mo",0.843997864345782,0.843167857692561,0.944431076873552,0.817445911642349,0.691925872004667,0.994791854001159
"Cereals_6mo",0.878557560944508,0.878144951712193,0.957687639172833,0.817445911642349,0.691925872004667,0.994791854001159
"NegativeLifeEvents",0.843997864345782,0.843167857692561,0.731839235743634,0.817445911642349,0.786202972636061,0.994791854001159
"PositiveLifeEvents",0.78962328993435,0.783737432206104,0.731839235743634,0.817445911642349,0.442905766236487,0.994791854001159
"TotalLifeEvents",0.86936371638477,0.872859552732778,0.991234608031134,0.817445911642349,0.442905766236487,0.994791854001159
"StateAnxiety",0.966179672560017,0.966266910357314,0.944431076873552,0.951118968877823,0.865672428869453,0.994791854001159
"TraitAnxiety",0.843997864345782,0.843167857692561,0.843579862201348,0.817445911642349,0.691925872004667,0.994791854001159
"Stranger",0.966179672560017,0.966266910357314,0.968302303149563,0.817445911642349,0.691925872004667,0.994791854001159
