"","strange_response"
"chao1",0.00396061847873006
"observed_otus",0.00588323443505428
"PD_whole_tree",0.180694710211281
"shannon",-0.0108179922616485
"wunifrac.PC.1",0.71425360588245
"wunifrac.PC.2",0.20734716310962
"wunifrac.PC.3",0.162974556222396
"wunifrac.PC.4",-1.96562727291014
