"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L1.Cellular.Processes",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
"L1.Environmental.Information.Processing",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
"L1.Genetic.Information.Processing",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
"L1.Human.Diseases",0.801838123070828,0.448633918184384,0.668721978323166,0.987281541855686
"L1.Metabolism",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
"L1.None",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
"L1.Organismal.Systems",0.801838123070828,0.630107038617397,0.668721978323166,0.987281541855686
"L1.Unclassified",0.801838123070828,0.423411414700339,0.668721978323166,0.987281541855686
