"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4","unifrac.PC.1","unifrac.PC.2","unifrac.PC.3","unifrac.PC.4","chao1","observed_otus","PD_whole_tree","shannon"
"MAGE",0.888689260877327,0.195950052843512,0.982636848910375,0.95585557590607,0.653584716748183,0.909231621029127,0.886205331481371,0.940595037328529,0.987416829451911,0.972858175142379,0.940614240539107,0.881673042443216
"PAGE",0.154539696205995,0.942996100630368,0.826393794300467,0.918262932964561,0.224486350152898,0.843114996048544,0.52822454653441,0.940595037328529,0.893158436274433,0.972858175142379,0.813971046713393,0.881673042443216
"MEDUY",0.958326130991356,0.784362926749157,0.982636848910375,0.918262932964561,0.790731563401674,0.909231621029127,0.886205331481371,0.949546530446779,0.872032009439542,0.879938762259742,0.984167176145192,0.881673042443216
"PEDUY",0.948352022192713,0.195950052843512,0.957292820407053,0.95585557590607,0.653584716748183,0.644940770204704,0.886205331481371,0.940595037328529,0.903287880383011,0.972858175142379,0.940614240539107,0.881673042443216
"Income.code",0.796633164856989,0.786873236198455,0.957292820407053,0.918262932964561,0.901212031546307,0.961233904003786,0.0568881041384015,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"OLDERSIBLINGS",0.888689260877327,0.317553649677682,0.826393794300467,0.918262932964561,0.790731563401674,0.843114996048544,0.886205331481371,0.940595037328529,0.917777249340978,0.972858175142379,0.813971046713393,0.932206987148336
"SEX",0.796633164856989,0.668350364350586,0.826393794300467,0.918262932964561,0.653584716748183,0.843114996048544,0.52822454653441,0.940595037328529,0.987416829451911,0.972858175142379,0.813971046713393,0.881673042443216
"GESTAGEBIRTH",0.796633164856989,0.195950052843512,0.982636848910375,0.937219237589768,0.802590118109993,0.843114996048544,0.886205331481371,0.940595037328529,0.917777249340978,0.972858175142379,0.813971046713393,0.881673042443216
"BW",0.796633164856989,0.942996100630368,0.826393794300467,0.646409343205114,0.653584716748183,0.843114996048544,0.886205331481371,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"MaternalInfection",0.948352022192713,0.942996100630368,0.982636848910375,0.918262932964561,0.790731563401674,0.750746522660551,0.886205331481371,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"MPSYCH",0.948352022192713,0.942996100630368,0.982636848910375,0.918262932964561,0.802590118109993,0.644940770204704,0.52822454653441,0.940595037328529,0.917777249340978,0.972858175142379,0.813971046713393,0.881673042443216
"VITAMINDNEO",0.796633164856989,0.942996100630368,0.982636848910375,0.918262932964561,0.790731563401674,0.686225377587388,0.886205331481371,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"PrePregBMI",0.796633164856989,0.317553649677682,0.826393794300467,0.918262932964561,0.653584716748183,0.843114996048544,0.635606833236681,0.940595037328529,0.893158436274433,0.79455736168292,0.813971046713393,0.881673042443216
"ANTIBIOTIC_1yr",0.796633164856989,0.680856228347055,0.826393794300467,0.918262932964561,0.790731563401674,0.843114996048544,0.886205331481371,0.940595037328529,0.917777249340978,0.879938762259742,0.81662006304807,0.963326752976083
"FORMULA_1yr",0.948352022192713,0.757253479044507,0.458955127189146,0.918262932964561,0.459885331319957,0.843114996048544,0.886205331481371,0.971326183322498,0.872032009439542,0.879938762259742,0.813971046713393,0.881673042443216
"FORMULA_6mo",0.796633164856989,0.317553649677682,0.826393794300467,0.918262932964561,0.653584716748183,0.644940770204704,0.886205331481371,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"FEVER_1yr",0.888689260877327,0.567903967503711,0.982636848910375,0.922039261762091,0.790731563401674,0.644940770204704,0.626736152106972,0.940595037328529,0.877204102777327,0.879938762259742,0.941956986057844,0.929250836821375
"DAYCARE",0.948352022192713,0.556283497606728,0.826393794300467,0.918262932964561,0.790731563401674,0.843114996048544,0.191081777394059,0.940595037328529,0.872032009439542,0.874993217757558,0.940614240539107,0.881673042443216
"CURBRFEED_1yr",0.948352022192713,0.757253479044507,0.982636848910375,0.937219237589768,0.129262547539233,0.915263452309571,0.52822454653441,0.971326183322498,0.872032009439542,0.79455736168292,0.813971046713393,0.258279876250313
"Milks_1yr",0.796633164856989,0.942996100630368,0.826393794300467,0.918262932964561,0.901212031546307,0.693713118241483,0.886205331481371,0.940595037328529,0.917777249340978,0.972858175142379,0.813971046713393,0.881673042443216
"FrenchFries_1yr",0.948352022192713,0.942996100630368,0.826393794300467,0.918262932964561,0.402720508073888,0.663876090421861,0.886205331481371,0.940595037328529,0.232535694112369,0.112296030003682,0.813971046713393,0.258279876250313
"SweetFoodsDrinks_1yr",0.888689260877327,0.757253479044507,0.581281509949482,0.918262932964561,0.653584716748183,0.909231621029127,0.886205331481371,0.940595037328529,0.872032009439542,0.79455736168292,0.813971046713393,0.818848441444604
"PeanutButter_1yr",0.948352022192713,0.942996100630368,0.957292820407053,0.918262932964561,0.901212031546307,0.644940770204704,0.52822454653441,0.944656557686673,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"WHSTOTHER",0.948352022192713,0.57919985672963,0.826393794300467,0.918262932964561,0.802590118109993,0.750746522660551,0.626736152106972,0.999747593237894,0.872032009439542,0.879938762259742,0.940614240539107,0.881673042443216
"VITAMIND_6mo",0.948352022192713,0.317553649677682,0.826393794300467,0.754246580663645,0.653584716748183,0.644940770204704,0.886205331481371,0.971326183322498,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"Cereals_6mo",0.888689260877327,0.757253479044507,0.826393794300467,0.754246580663645,0.653584716748183,0.644940770204704,0.191081777394059,0.971326183322498,0.921593723337583,0.972858175142379,0.813971046713393,0.881673042443216
"STATE",0.948352022192713,0.942996100630368,0.982636848910375,0.918262932964561,0.790731563401674,0.843114996048544,0.52822454653441,0.971326183322498,0.917777249340978,0.972858175142379,0.813971046713393,0.881673042443216
"TRAIT",0.948352022192713,0.757253479044507,0.826393794300467,0.918262932964561,0.517471981818891,0.843114996048544,0.874550509140389,0.971326183322498,0.872032009439542,0.79455736168292,0.813971046713393,0.881673042443216
"NegativeLifeEvents",0.796633164856989,0.942996100630368,0.957292820407053,0.918262932964561,0.653584716748183,0.644940770204704,0.886205331481371,0.940595037328529,0.872032009439542,0.972858175142379,0.940614240539107,0.996412865626183
"PositiveLifeEvents",0.888689260877327,0.317553649677682,0.982636848910375,0.922039261762091,0.842972501190244,0.686225377587388,0.886205331481371,0.940595037328529,0.917777249340978,0.972858175142379,0.813971046713393,0.881673042443216
"TotalLifeEvents",0.958326130991356,0.317553649677682,0.982636848910375,0.918262932964561,0.790731563401674,0.843114996048544,0.886205331481371,0.940595037328529,0.987416829451911,0.972858175142379,0.813971046713393,0.881673042443216
