"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L1.Cellular.Processes",0.266357216717516,0.913276414632973,0.908672312352416,0.00066651664011781
"L1.Environmental.Information.Processing",0.752171219120306,0.569937924701262,0.227726752567482,0.00895838940056586
"L1.Genetic.Information.Processing",0.795498764944215,0.82063271852537,0.0773105870508887,0.0103387964658444
"L1.Human.Diseases",0.866942344771451,0.473767565796441,0.0968685100165594,0.0101425794863053
"L1.Metabolism",0.660536291615574,0.643190739359079,0.0721754725199663,0.012611682227178
"L1.None",0.300998682441442,0.737217077986984,0.225673342245527,0.000170936708801738
"L1.Organismal.Systems",0.132347459070157,0.332916554666915,0.0912256513404372,0.0215851964870853
"L1.Unclassified",0.575535265716064,0.570804736625002,0.0999348291195254,0.00472766183949394
