"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4","unifrac.PC.1","unifrac.PC.2","unifrac.PC.3","unifrac.PC.4","chao1","observed_otus","PD_whole_tree","shannon"
"MAGE",0.865815378665389,0.00132120556824115,0.891703129192138,0.920633310195188,0.979012661153361,0.354361048309572,0.589335151747802,0.812354138580489,0.826260541941739,0.813671772651622,0.536120475408226,0.904545968722032
"METHNIC",0.872260443173764,0.410987718192163,0.891703129192138,0.961875056132285,0.979012661153361,0.400021148200131,0.589335151747802,0.903030064141188,0.830873700201066,0.857126924334274,0.914137080123808,0.904545968722032
"PAGE",0.865815378665389,0.217782661570509,0.988297174221158,0.920633310195188,0.979012661153361,0.596806491115222,0.797632373521972,0.733918659191649,0.830873700201066,0.981992924158675,0.867103222927579,0.904545968722032
"PETHNIC",0.865815378665389,0.598657609894359,0.891703129192138,0.6828558935164,0.979012661153361,0.471073205473621,0.589335151747802,0.89413166635661,0.826260541941739,0.813671772651622,0.782406284757593,0.904545968722032
"MEDUY",0.865815378665389,0.217782661570509,0.891703129192138,0.961875056132285,0.979012661153361,0.620429666585948,0.589335151747802,0.903030064141188,0.826260541941739,0.813781849666113,0.536120475408226,0.904545968722032
"PEDUY",0.865815378665389,0.217782661570509,0.673579238520948,0.643156080979654,0.979012661153361,0.400021148200131,0.589335151747802,0.733918659191649,0.61201821528839,0.813671772651622,0.536120475408226,0.915420253168021
"Income.code",0.865815378665389,0.615950089109654,0.891703129192138,0.961875056132285,0.979012661153361,0.620767120110421,0.589335151747802,0.812354138580489,0.61201821528839,0.813671772651622,0.536120475408226,0.497014681085973
"OLDERSIBLINGS",0.607953823169311,0.217782661570509,0.988297174221158,0.961875056132285,0.979012661153361,0.400021148200131,0.589335151747802,0.812354138580489,0.830873700201066,0.813671772651622,0.536120475408226,0.904545968722032
"SEX",0.865815378665389,0.884485318581282,0.816621935186718,0.961875056132285,0.979012661153361,0.567076562876191,0.589335151747802,0.812354138580489,0.981145857182852,0.981992924158675,0.914137080123808,0.904545968722032
"GESTAGEBIRTH",0.865815378665389,0.299469872000267,0.891703129192138,0.920633310195188,0.979012661153361,0.567076562876191,0.797632373521972,0.903030064141188,0.61201821528839,0.813671772651622,0.536120475408226,0.904545968722032
"BW",0.865815378665389,0.615950089109654,0.891703129192138,0.920633310195188,0.198523657735048,0.400021148200131,0.809813597967467,0.812354138580489,0.826260541941739,0.85020049540392,0.810724131855534,0.904545968722032
"MaternalInfection",0.865815378665389,0.884485318581282,0.891703129192138,0.961875056132285,0.979012661153361,0.336173203812796,0.589335151747802,0.884635328907319,0.820414348994034,0.813671772651622,0.914137080123808,0.904545968722032
"MPSYCH",0.607953823169311,0.615950089109654,0.453669114832568,0.961875056132285,0.979012661153361,0.400021148200131,0.589335151747802,0.812354138580489,0.980619928266518,0.813781849666113,0.541842080527515,0.565894579448721
"VITAMINDNEO",0.607953823169311,0.299469872000267,0.891703129192138,0.961875056132285,0.979012661153361,0.440965324281536,0.589335151747802,0.903030064141188,0.137904401922562,0.50795193410559,0.536120475408226,0.037185421757535
"PrePregBMI",0.872260443173764,0.217782661570509,0.666553859220519,0.961875056132285,0.979012661153361,0.428404427339509,0.864947793514308,0.843005998422211,0.980619928266518,0.981992924158675,0.914137080123808,0.904545968722032
