"","MasksPresented","MaskMaxIntensity_Latency","MaskMaxIntensity_FacialFear","MaskMaxIntensity_VocalDistress","MaskMaxIntensity_BodilyFear","MaskMaxIntensity_StartleResponse","MaskMaxIntensity_EscapeBehavior","MaskAverageScore_Latency","MaskAverageScore_FacialFear","MaskAverageScore_VocalDistress","MaskAverageScore_BodilyFear","MaskAverageScore_StartleResponse","MaskAverageScore_EscapeBehavior","MaskSummedScore_Latency","MaskSummedScore_FacialFear","MaskSummedScore_VocalDistress","MaskSummedScore_BodilyFear","MaskSummedScore_StartleResponse","MaskSummedScore_EscapeBehavior"
"MAGE",-0.0313152400835075,0.169624217118998,-0.0495824634655532,-0.0344467640918579,0.0443632567849688,0.005741127348643,0.00835073068893528,0.00887265135699328,-0.0262265135699374,-0.0161795407098121,0.0275313152400835,0.0133089770354906,0.0117432150313153,0.0354906054279731,-0.10490605427975,-0.0647181628392485,0.110125260960334,0.0532359081419624,0.046972860125261
"PAGE",-0.0379455730164814,-0.0701418167880414,0.0103487926408586,0.0433116136450747,0.0611345343043312,0.00977385971636644,0.0229973169796857,-0.194231506324262,0.0386163280950556,0.048342276734381,0.0508336527405136,0.0158585665005749,0.0346876197776926,-0.776926025297048,0.154465312380222,0.193369106937524,0.203334610962054,0.0634342660022998,0.13875047911077
"MEDUY",-0.0310077519379849,1.18992248062015,-0.329457364341085,-0.267441860465116,-0.100775193798449,-0.0775193798449611,-0.12015503875969,0.796511627906975,-0.281007751937984,-0.192829457364341,-0.0998062015503872,-0.012596899224806,-0.0562015503875968,3.1860465116279,-1.12403100775194,-0.771317829457363,-0.399224806201549,-0.0503875968992241,-0.224806201550387
"PEDUY",0.0425531914893615,0.315602836879432,-0.0650118203309692,-0.0177304964539006,0.0307328605200947,-0.0425531914893617,-0.0295508274231678,0.0653073286052002,-0.0342789598108746,-0.0425531914893615,-0.00265957446808492,-0.0230496453900709,0.00472813238770693,0.261229314420801,-0.137115839243498,-0.170212765957446,-0.0106382978723399,-0.0921985815602835,0.0189125295508277
"Income.code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OLDERSIBLINGS",-0.363636363636363,-1.84848484848485,0.696969696969697,0.575757575757576,0.727272727272728,0.363636363636364,-0.0303030303030302,-1.53030303030303,0.46969696969697,0.522727272727273,0.659090909090909,0.25,-0.0757575757575756,-6.12121212121212,1.87878787878788,2.09090909090909,2.63636363636364,1,-0.303030303030303
"SEX",0.444444444444444,-1.57777777777778,0.288888888888889,0.644444444444445,0.0444444444444448,-0.133333333333333,0.244444444444445,-0.488888888888891,-0.055555555555555,-0.0944444444444443,-0.261111111111111,-0.15,0.222222222222222,-1.95555555555557,-0.22222222222222,-0.377777777777777,-1.04444444444444,-0.599999999999999,0.88888888888889
"GESTAGEBIRTH",-0.0540436949022617,-0.138558834802607,0.0170563434266004,0.0366040628593333,0.067842085090073,0.0178229206592566,-0.00517439632042915,-0.258288616328096,0.0620927558451516,0.063098888463013,0.0702855500191647,0.0239076274434651,0.0145649674204677,-1.03315446531238,0.248371023380606,0.252395553852052,0.281142200076659,0.0956305097738603,0.058259869681871
"BW",-0.000516323752923533,-0.00242911846409967,0.000343697437940063,0.000365195680664555,0.00131889432067657,0.000363914934289478,-6.90688223701746e-05,-0.00231769352946806,0.000915276248759735,0.000721243172935708,0.00125778442220866,0.000346647728696934,1.38366349450188e-05,-0.00927077411787222,0.00366110499503894,0.00288497269174283,0.00503113768883462,0.00138659091478774,5.53465397800758e-05
"MaternalInfection",-0.0833333333333328,-0.375,0.208333333333334,0.0833333333333335,-0.416666666666666,-0.208333333333333,0.0416666666666667,-0.15625,0.15625,0.15625,-0.104166666666667,-0.0520833333333334,0.104166666666667,-0.625000000000002,0.625,0.625000000000001,-0.416666666666665,-0.208333333333334,0.416666666666667
