"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L1.Cellular.Processes",-4.94020176946424e-08,2.30530354020991e-09,2.18402498611357e-09,4.86950314411299e-08
"L1.Environmental.Information.Processing",1.39164543087605e-09,-1.17792481727975e-09,2.22797475491918e-09,3.81598545270392e-09
"L1.Genetic.Information.Processing",1.57176529285181e-09,6.48180668457004e-10,4.42641717920967e-09,5.16129977540546e-09
"L1.Human.Diseases",-1.7415217729752e-08,-3.49527666585059e-08,7.14975609593264e-08,8.86394255478544e-08
"L1.Metabolism",-8.96304881397497e-10,-4.45536666455014e-10,1.51640143935785e-09,1.69641194028238e-09
"L1.None",-5.83471479725097e-07,8.99448879935631e-08,2.88788013908521e-07,6.68129016209842e-07
"L1.Organismal.Systems",-2.91072086035038e-07,-8.92624000951033e-08,1.37811129664077e-07,1.51859531067596e-07
"L1.Unclassified",-3.18328335456066e-09,-1.5189306807136e-09,3.88612617154593e-09,5.28095613932117e-09
