"","strange_response"
"chao1",0.67788897912392
"observed_otus",0.67788897912392
"PD_whole_tree",0.67788897912392
"shannon",0.67788897912392
"wunifrac.PC.1",0.770670836799729
"wunifrac.PC.2",0.67788897912392
"wunifrac.PC.3",0.67788897912392
"wunifrac.PC.4",0.67788897912392
