"","Summed","Average","Max","Episode3.1","Episode3.2","Episode3.3","IBQr_fear"
"chao1",0.00138462217475384,0.000463602893910943,0.00237389372288994,-0.00110274979969464,0.000228633253965657,0.00225873872048282,-0.00255123573062686
"observed_otus",0.00408355018769918,0.00136407060641674,0.00480385685295412,-0.00133109150470008,0.00105448200767851,0.00436015968472075,-0.00450791581386253
"PD_whole_tree",0.135939933045813,0.0452764236378805,0.173409816792585,-0.0302194062669132,0.065508265896758,0.100651073415968,-0.0664773763742089
"shannon",0.537045036572002,0.179332623779294,0.416126769661989,-0.0214521927446695,0.140853070454331,0.41764415886234,-0.0903245905105172
