"","strange_response"
"chao1",0.00117812296824966
"observed_otus",0.00259540572999378
"PD_whole_tree",0.0795238698228275
"shannon",0.136997086580419
"wunifrac.PC.1",-0.116161663598327
"wunifrac.PC.2",-0.495484468663904
"wunifrac.PC.3",-1.6640482851529
"wunifrac.PC.4",-2.2790694761977
