"","MasksPresented","MaskMaxIntensity_Latency","MaskMaxIntensity_FacialFear","MaskMaxIntensity_VocalDistress","MaskMaxIntensity_BodilyFear","MaskMaxIntensity_StartleResponse","MaskMaxIntensity_EscapeBehavior","MaskAverageScore_Latency","MaskAverageScore_FacialFear","MaskAverageScore_VocalDistress","MaskAverageScore_BodilyFear","MaskAverageScore_StartleResponse","MaskAverageScore_EscapeBehavior","MaskSummedScore_Latency","MaskSummedScore_FacialFear","MaskSummedScore_VocalDistress","MaskSummedScore_BodilyFear","MaskSummedScore_StartleResponse","MaskSummedScore_EscapeBehavior"
"AgeAt1yrVisit",-0.00628733055726502,-0.0205959113634628,0.00421201735117563,0.0105622361874131,0.00810809596751371,0.00559406214859302,0.007696327474242,-0.0301848765667791,0.00676385900447854,0.00852597859914711,0.00676011565453971,0.00361944505585827,0.0064661379058817,-0.127291866000051,0.0286935259511478,0.0358702764538797,0.0286785525513925,0.0157310537829546,0.0277591858064149
"MAGE",-0.0291421087098887,0.222658808120498,-0.06286836935167,-0.0723641126391618,-0.00163719711853313,-0.012770137524558,-0.0474787164374591,0.0985592665356909,-0.0270956123117224,-0.0162628247121808,0.0113785199738048,0.00605762933857233,-0.0177090154973805,0.402095612311722,-0.110347085789129,-0.0684348395546827,0.0435494433529797,0.0265225933202358,-0.0756385068762279
"PAGE",-0.0272583915296238,0.0322144627168281,-0.0146429375985582,-0.00675827889164226,0.0299617030862807,0.000901103852218974,-0.0180220770443794,-0.0961928362243749,0.0235976571299842,0.0288165502728092,0.0361004730795224,0.0109822031989187,0.00914244950191485,-0.364947060148682,0.0894345573327326,0.109033566118495,0.139445821130885,0.042802432980401,0.0290605992340617
"MEDUY",-0.041034288926363,0.795390668915121,-0.218662169758291,-0.259696458684654,-0.0983698707138843,-0.0719505340078696,-0.179876335019674,0.442383361439011,-0.117622259696459,-0.0907344950348512,-0.0375210792580103,-0.0136312535132097,-0.0793048529134345,1.77403035413154,-0.471613265879708,-0.36424957841484,-0.151208544125914,-0.0550871275997754,-0.318718381112985
"PEDUY",0.0212919523637675,0.395164200649585,-0.0913027787802237,-0.0700108264164561,0.0162396246842295,-0.049079754601227,-0.0649584987369181,0.106098881270299,-0.0332912306026704,-0.0381631180075784,0.0055034283652112,-0.0206604114038253,-0.0132623601591483,0.415734391916275,-0.130999639119451,-0.150126308191988,0.0241789967520753,-0.0815590039696858,-0.0501623962468422
"Income.code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OLDERSIBLINGS",-0.318681318681318,0.164835164835165,0.032967032967033,-0.065934065934066,0.054945054945055,0.175824175824176,-0.43956043956044,0.0109890109890114,-0.00274725274725274,0.182234432186813,0.189560439560439,0.162087912087912,-0.264652014604396,0.307692307692309,-0.0769230769230773,0.615384615384615,0.692307692307692,0.725274725274725,-1.21978021978022
"SEX",0.0989010989010991,-1.26373626373626,0.186813186813187,0.285714285714286,-0.054945054945055,0.043956043956044,-2.37168141551419e-18,-1.16483516483517,0.222527472527473,0.165750915725275,-0.134615384615385,-0.0521978021978021,0.191391941417582,-4.92307692307692,0.956043956043955,0.703296703296704,-0.472527472527472,-0.0659340659340664,0.78021978021978
"GESTAGEBIRTH",-0.0517811237605583,-0.0762027175908925,0.00532500918105034,0.0251560778553066,0.0312155710613294,0.0115681233933162,-0.0156077855306647,-0.136476312890195,0.0322254865956666,0.0420339086764599,0.0370455380095484,0.0196015424164525,0.00869139429820051,-0.554719059860449,0.131105398457584,0.167645978699964,0.150385604113111,0.0886889460154243,0.0315828130738156
"BW",-0.000808043545515206,-0.00140626868881174,0.000118692557518725,0.000261288477315526,0.000705652897902603,0.000182434856926928,-0.000214306006631031,-0.000848340401462919,0.000493476213773355,0.000543229093274307,0.000738233821773966,0.000302409587134899,4.87454581621554e-05,-0.00399891345022962,0.0021252928161879,0.00229435644364127,0.00310432324819035,0.00145086998164478,0.000286474012282847
