"","MasksPresented","MaskMaxIntensity_Latency","MaskMaxIntensity_FacialFear","MaskMaxIntensity_VocalDistress","MaskMaxIntensity_BodilyFear","MaskMaxIntensity_StartleResponse","MaskMaxIntensity_EscapeBehavior","MaskAverageScore_Latency","MaskAverageScore_FacialFear","MaskAverageScore_VocalDistress","MaskAverageScore_BodilyFear","MaskAverageScore_StartleResponse","MaskAverageScore_EscapeBehavior","MaskSummedScore_Latency","MaskSummedScore_FacialFear","MaskSummedScore_VocalDistress","MaskSummedScore_BodilyFear","MaskSummedScore_StartleResponse","MaskSummedScore_EscapeBehavior"
"AgeAt1yrVisit",0.126015699760595,0.368451859911584,0.498614430589672,0.0842284128663431,0.104938541446285,0.0380932652811066,0.0757074039872631,0.12685794936178,0.208124571538307,0.0890304586429499,0.137736183759068,0.0394560890451154,0.00894324311138424,0.114129893902201,0.188961525906458,0.0819506723690761,0.121799639074833,0.0320210765838877,0.0155113745901708
"MAGE",0.347438462780488,0.182477638889598,0.162980314902899,0.1118759695694,0.965971925990934,0.544567628809955,0.144037673278941,0.511651037341555,0.50217551786668,0.672887747417823,0.742919489419187,0.659644268359982,0.37304685314148,0.512128615867241,0.502222569950731,0.666331160285893,0.758400853745404,0.645676218289126,0.406477224535191
"PAGE",0.23257728509513,0.799700407603777,0.669261135121148,0.846804743223024,0.284783513861952,0.954280975026529,0.464948362810551,0.385763357686367,0.429688673891319,0.307320769331303,0.149162441569377,0.274994802229009,0.537746754161926,0.421134180423579,0.462968758322605,0.349710295368005,0.173475388618156,0.311634173909541,0.669532181487052
"MEDUY",0.616840663659548,0.0627848015135681,0.0581318205151823,0.0240905099435344,0.321205486145219,0.183869328274785,0.0283949341263554,0.255114713320042,0.260739941137373,0.364300049489233,0.679526035637983,0.705496384113698,0.119275813516009,0.264167911662454,0.268508049664405,0.377085291734636,0.683298402064009,0.715849996873152,0.174849372592552
"PEDUY",0.746442462362119,0.26334393189453,0.341680244534353,0.47650750749086,0.840189790584092,0.261297692176015,0.349710115707845,0.73766883535711,0.695778463634591,0.636815456838774,0.939861146515063,0.472328855457769,0.753074542960019,0.747988092410837,0.705636983890728,0.65226586491027,0.935258304770709,0.49920525308543,0.794959747915907
"Income.code",0.214021205719525,0.0918729232923567,0.0961008661177354,0.0802695029464242,0.967495264015966,0.602477219787844,0.819490616802825,0.439675155990657,0.488671810440705,0.383232856926656,0.739120426367045,0.289532080792527,0.917809201270585,0.502264070598466,0.540967985142982,0.452818498760839,0.726567372522575,0.246047440054277,0.972694942393848
"OLDERSIBLINGS",0.37586202688753,0.93380044930198,0.951022991624676,0.903968720654923,0.901636902009254,0.470529037107756,0.248410023611083,0.994992065506418,0.995344547115185,0.683091250103454,0.636651126139272,0.303139107234046,0.24689218932906,0.96567745063769,0.968003188332399,0.73815604803149,0.672639958101733,0.271015852778042,0.24342538658197
"SEX",0.785583409736465,0.521838101873713,0.727354093798314,0.599741981750501,0.901636902009254,0.857821771120568,1,0.503113484270046,0.635398639335949,0.71051257129754,0.73767799005288,0.743571855696375,0.406724940195321,0.488173286952932,0.616846260317996,0.702282657282252,0.773348950278125,0.921642248009421,0.460814085250454
"GESTAGEBIRTH",0.0171751948539337,0.550430845414869,0.87796808236915,0.473175641815171,0.269053208598437,0.462471793999452,0.531530229200025,0.217788413742599,0.281658685308712,0.133442975457999,0.142098488902635,0.0445860043423969,0.561905884454133,0.220117290071404,0.282217776134889,0.147227829536133,0.144299512153818,0.0285945786320108,0.645724835118106
"BW",0.110785740204318,0.622290812349574,0.878203574891061,0.740124622168122,0.263038935993272,0.605262298038436,0.701475686464671,0.736697214753834,0.464366217019177,0.39542865201779,0.193110775411286,0.17857889493065,0.884709682371185,0.697821410454314,0.438698804486852,0.383483979546163,0.179192331594749,0.120807668578519,0.852257444306493
