"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4","unifrac.PC.1","unifrac.PC.2","unifrac.PC.3","unifrac.PC.4","chao1","observed_otus","PD_whole_tree","shannon"
"AGEVISITNEO",0.953468295269303,0.33139177913872,0.901610941738717,0.961875056132286,0.936344168992852,0.373353071653456,0.864947793514308,0.673953063118628,0.77117650581229,0.759426987808179,0.437831721583385,0.875121577926177
"MAGE",0.875435549539449,0.00123312519702508,0.901610941738717,0.961875056132286,0.936344168992852,0.330736978422268,0.640311741409592,0.673953063118628,0.77117650581229,0.759426987808179,0.437831721583385,0.875121577926177
"PAGE",0.875435549539449,0.203263817465808,0.988297174221158,0.961875056132286,0.936344168992852,0.603437674349835,0.864947793514308,0.673953063118628,0.834879185837308,0.981992924158675,0.809296341399072,0.875121577926177
"MEDUY",0.875435549539449,0.203263817465808,0.901610941738717,0.961875056132286,0.936344168992852,0.620767120110421,0.640311741409592,0.844921581350483,0.77117650581229,0.759529726355039,0.437831721583385,0.875121577926177
"PEDUY",0.875435549539449,0.203263817465808,0.628673955952885,0.600279008914344,0.936344168992852,0.373353071653456,0.559767857255253,0.673953063118628,0.57121700093583,0.759426987808179,0.437831721583385,0.915420253168021
"Income.code",0.875435549539449,0.62279397898865,0.901610941738717,0.961875056132286,0.936344168992852,0.620767120110421,0.640311741409592,0.673953063118628,0.57121700093583,0.759426987808179,0.437831721583385,0.463880369013575
"OLDERSIBLINGS",0.567423568291359,0.203263817465808,0.988297174221158,0.961875056132286,0.936344168992852,0.373353071653456,0.559767857255253,0.673953063118628,0.822814491320081,0.759426987808179,0.437831721583385,0.875121577926177
"SEX",0.875435549539449,0.884485318581282,0.762180472840936,0.961875056132286,0.936344168992852,0.577387045837577,0.640311741409592,0.673953063118628,0.981145857182853,0.981992924158675,0.899361205258004,0.875121577926177
"GESTAGEBIRTH",0.875435549539449,0.279505213866916,0.901610941738717,0.961875056132286,0.936344168992852,0.577387045837577,0.864947793514308,0.903030064141186,0.57121700093583,0.759426987808179,0.437831721583385,0.875121577926177
"BW",0.875435549539449,0.62279397898865,0.901610941738717,0.961875056132286,0.18528874721938,0.373353071653456,0.864947793514308,0.673953063118628,0.77117650581229,0.793520462376992,0.756675856398499,0.90918466599753
"MaternalInfection",0.875435549539449,0.884485318581282,0.901610941738717,0.961875056132286,0.936344168992852,0.313761656891943,0.640311741409592,0.750599673012272,0.765720059061098,0.759426987808179,0.899361205258004,0.875121577926177
"MPSYCH",0.567423568291359,0.62279397898865,0.423424507177063,0.961875056132286,0.936344168992852,0.373353071653456,0.559767857255253,0.673953063118628,0.981145857182853,0.759529726355039,0.449528244585789,0.52816827415214
"VITAMINDNEO",0.567423568291359,0.279505213866916,0.901610941738717,0.961875056132286,0.936344168992852,0.4115676359961,0.640311741409592,0.903030064141186,0.128710775127724,0.474088471831884,0.437831721583385,0.034706393640366
"PrePregBMI",0.923651534663488,0.203263817465808,0.622116935272484,0.961875056132286,0.936344168992852,0.399844132183541,0.864947793514308,0.708125038674657,0.981145857182853,0.981992924158675,0.899884281997548,0.875121577926177
