"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L1.Cellular.Processes",0.802663153177179,0.913276414632972,0.908672312352416,0.00266606656047125
"L1.Environmental.Information.Processing",0.866942344771451,0.913276414632972,0.260259145791408,0.0137850619544592
"L1.Genetic.Information.Processing",0.866942344771451,0.913276414632972,0.159895726591241,0.0137850619544592
"L1.Human.Diseases",0.866942344771451,0.913276414632972,0.159895726591241,0.0137850619544592
"L1.Metabolism",0.866942344771451,0.913276414632972,0.159895726591241,0.0144133511167748
"L1.None",0.802663153177179,0.913276414632972,0.260259145791408,0.0013674936704139
"L1.Organismal.Systems",0.802663153177179,0.913276414632972,0.159895726591241,0.0215851964870854
"L1.Unclassified",0.866942344771451,0.913276414632972,0.159895726591241,0.0126070982386505
